Project	Task	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE	LIBRARY	READ_GROUP
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	FIRST_OF_PAIR	317260670	317260670	1	0	317040790	0.999307	47425464844	296025432	44473715138	44022217096	0	0.003814	0.003095	0.00025	151	316236806	0.997464	0	0.499721	0.009097	0.000003	H_TZ-PA1660-PA1660B		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	SECOND_OF_PAIR	317260670	317260670	1	0	316456686	0.997466	46899996225	295030392	44045976345	42759126855	0	0.007111	0.006312	0.000243	151	316236806	0.999305	0	0.499648	0.009423	0.000025	H_TZ-PA1660-PA1660B		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	PAIR	634521340	634521340	1	0	633497476	0.998386	94325461069	591055824	88519691483	86781343951	0	0.005453	0.004695	0.000246	151	632473612	0.998384	0	0.499685	0.00926	0.000014	H_TZ-PA1660-PA1660B		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	FIRST_OF_PAIR	317260670	317260670	1	0	317040790	0.999307	47425464844	296025432	44473715138	44022217096	0	0.003814	0.003095	0.00025	151	316236806	0.997464	0	0.499721	0.009097	0.000003	H_TZ-PA1660-PA1660B	H_TZ-PA1660-PA1660B-lib2	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	SECOND_OF_PAIR	317260670	317260670	1	0	316456686	0.997466	46899996225	295030392	44045976345	42759126855	0	0.007111	0.006312	0.000243	151	316236806	0.999305	0	0.499648	0.009423	0.000025	H_TZ-PA1660-PA1660B	H_TZ-PA1660-PA1660B-lib2	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	PAIR	634521340	634521340	1	0	633497476	0.998386	94325461069	591055824	88519691483	86781343951	0	0.005453	0.004695	0.000246	151	632473612	0.998384	0	0.499685	0.00926	0.000014	H_TZ-PA1660-PA1660B	H_TZ-PA1660-PA1660B-lib2	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	FIRST_OF_PAIR	379307613	379307613	1	0	379262293	0.999881	56781894465	354742431	53305704484	52800864205	0	0.003815	0.003146	0.000249	151	378313502	0.997498	0	0.499666	0.009144	0.000003	H_TZ-PA1661-PA1661		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	SECOND_OF_PAIR	379307613	379307613	1	0	378358822	0.997499	56134553447	353408049	52742444057	51074815664	0	0.007927	0.007209	0.000244	151	378313502	0.99988	0	0.499785	0.00934	0.000012	H_TZ-PA1661-PA1661		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	PAIR	758615226	758615226	1	0	757621115	0.99869	112916447912	708150480	106048148541	103875679869	0	0.005859	0.005167	0.000246	151	756627004	0.998688	0	0.499725	0.009242	0.000007	H_TZ-PA1661-PA1661		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	FIRST_OF_PAIR	379307613	379307613	1	0	379262293	0.999881	56781894465	354742431	53305704484	52800864205	0	0.003815	0.003146	0.000249	151	378313502	0.997498	0	0.499666	0.009144	0.000003	H_TZ-PA1661-PA1661	H_TZ-PA1661-PA1661-lib1-lib1	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	SECOND_OF_PAIR	379307613	379307613	1	0	378358822	0.997499	56134553447	353408049	52742444057	51074815664	0	0.007927	0.007209	0.000244	151	378313502	0.99988	0	0.499785	0.00934	0.000012	H_TZ-PA1661-PA1661	H_TZ-PA1661-PA1661-lib1-lib1	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	PAIR	758615226	758615226	1	0	757621115	0.99869	112916447912	708150480	106048148541	103875679869	0	0.005859	0.005167	0.000246	151	756627004	0.998688	0	0.499725	0.009242	0.000007	H_TZ-PA1661-PA1661	H_TZ-PA1661-PA1661-lib1-lib1	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	FIRST_OF_PAIR	223908690	223908690	1	0	223775890	0.999407	33396631688	211038850	31643864435	31145018248	0	0.005266	0.004673	0.000229	151	222582320	0.994666	0	0.500315	0.007725	0.000503	H_TZ-PA2800-PA2800		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	SECOND_OF_PAIR	223908690	223908690	1	0	222715120	0.994669	32866144402	209732469	31171733191	29881117397	0	0.010193	0.009573	0.000223	151	222582320	0.999404	0	0.499417	0.00809	0.001672	H_TZ-PA2800-PA2800		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	PAIR	447817380	447817380	1	0	446491010	0.997038	66262776090	420771319	62815597626	61026135645	0	0.00771	0.007104	0.000226	151	445164640	0.997029	0	0.499867	0.007907	0.001087	H_TZ-PA2800-PA2800		
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	FIRST_OF_PAIR	223908690	223908690	1	0	223775890	0.999407	33396631688	211038850	31643864435	31145018248	0	0.005266	0.004673	0.000229	151	222582320	0.994666	0	0.500315	0.007725	0.000503	H_TZ-PA2800-PA2800	H_TZ-PA2800-PA2800-lib1	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	SECOND_OF_PAIR	223908690	223908690	1	0	222715120	0.994669	32866144402	209732469	31171733191	29881117397	0	0.010193	0.009573	0.000223	151	222582320	0.999404	0	0.499417	0.00809	0.001672	H_TZ-PA2800-PA2800	H_TZ-PA2800-PA2800-lib1	
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	PAIR	447817380	447817380	1	0	446491010	0.997038	66262776090	420771319	62815597626	61026135645	0	0.00771	0.007104	0.000226	151	445164640	0.997029	0	0.499867	0.007907	0.001087	H_TZ-PA2800-PA2800	H_TZ-PA2800-PA2800-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	FIRST_OF_PAIR	277086638	277086638	1	0	276876587	0.999242	41420572579	259528822	38960839105	38440341597	0	0.004428	0.003804	0.000233	151	276232642	0.997674	0	0.500078	0.009725	0.000025	H_UM-Schiffman-694-SS-697		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	SECOND_OF_PAIR	277086638	277086638	1	0	276442693	0.997676	41053580522	258805580	38650535947	37413203431	0	0.007801	0.007122	0.000232	151	276232642	0.99924	0	0.499366	0.009962	0.000152	H_UM-Schiffman-694-SS-697		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	PAIR	554173276	554173276	1	0	553319280	0.998459	82474153101	518334402	77611375052	75853545028	0	0.006107	0.005456	0.000232	151	552465284	0.998457	0	0.499722	0.009844	0.000089	H_UM-Schiffman-694-SS-697		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	FIRST_OF_PAIR	277086638	277086638	1	0	276876587	0.999242	41420572579	259528822	38960839105	38440341597	0	0.004428	0.003804	0.000233	151	276232642	0.997674	0	0.500078	0.009725	0.000025	H_UM-Schiffman-694-SS-697	H_UM-Schiffman-694-SS-697-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	SECOND_OF_PAIR	277086638	277086638	1	0	276442693	0.997676	41053580522	258805580	38650535947	37413203431	0	0.007801	0.007122	0.000232	151	276232642	0.99924	0	0.499366	0.009962	0.000152	H_UM-Schiffman-694-SS-697	H_UM-Schiffman-694-SS-697-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	PAIR	554173276	554173276	1	0	553319280	0.998459	82474153101	518334402	77611375052	75853545028	0	0.006107	0.005456	0.000232	151	552465284	0.998457	0	0.499722	0.009844	0.000089	H_UM-Schiffman-694-SS-697	H_UM-Schiffman-694-SS-697-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	FIRST_OF_PAIR	359811562	359811562	1	0	359734260	0.999785	53843650011	337527795	50691165875	50275507619	0	0.003698	0.003111	0.000221	151	358064521	0.995358	0	0.500083	0.007169	0.000044	H_UM-Schiffman-493-SS-496		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	SECOND_OF_PAIR	359811562	359811562	1	0	358141823	0.995359	52951146360	335496713	49883825932	48145428704	0	0.00932	0.008692	0.000219	151	358064521	0.999784	0	0.499391	0.007403	0.000345	H_UM-Schiffman-493-SS-496		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	PAIR	719623124	719623124	1	0	717876083	0.997572	106794796371	673024508	100574991807	98420936323	0	0.006485	0.005879	0.00022	151	716129042	0.997566	0	0.499738	0.007286	0.000195	H_UM-Schiffman-493-SS-496		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	FIRST_OF_PAIR	359811562	359811562	1	0	359734260	0.999785	53843650011	337527795	50691165875	50275507619	0	0.003698	0.003111	0.000221	151	358064521	0.995358	0	0.500083	0.007169	0.000044	H_UM-Schiffman-493-SS-496	H_UM-Schiffman-493-SS-496-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	SECOND_OF_PAIR	359811562	359811562	1	0	358141823	0.995359	52951146360	335496713	49883825932	48145428704	0	0.00932	0.008692	0.000219	151	358064521	0.999784	0	0.499391	0.007403	0.000345	H_UM-Schiffman-493-SS-496	H_UM-Schiffman-493-SS-496-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	PAIR	719623124	719623124	1	0	717876083	0.997572	106794796371	673024508	100574991807	98420936323	0	0.006485	0.005879	0.00022	151	716129042	0.997566	0	0.499738	0.007286	0.000195	H_UM-Schiffman-493-SS-496	H_UM-Schiffman-493-SS-496-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	FIRST_OF_PAIR	309705523	309705523	1	0	309577977	0.999588	46337370803	290505435	43631607795	43074611890	0	0.004305	0.003694	0.000229	151	308942562	0.997947	0	0.499976	0.008698	0.000013	H_UM-Schiffman-693-SS-696		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	SECOND_OF_PAIR	309705523	309705523	1	0	309070108	0.997948	45922975592	289703112	43272831418	41851893018	0	0.007978	0.007322	0.000226	151	308942562	0.999587	0	0.499502	0.00885	0.000071	H_UM-Schiffman-693-SS-696		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	PAIR	619411046	619411046	1	0	618648085	0.998768	92260346395	580208547	86904439213	84926504908	0	0.006134	0.0055	0.000228	151	617885124	0.998767	0	0.499739	0.008774	0.000042	H_UM-Schiffman-693-SS-696		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	FIRST_OF_PAIR	309705523	309705523	1	0	309577977	0.999588	46337370803	290505435	43631607795	43074611890	0	0.004305	0.003694	0.000229	151	308942562	0.997947	0	0.499976	0.008698	0.000013	H_UM-Schiffman-693-SS-696	H_UM-Schiffman-693-SS-696-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	SECOND_OF_PAIR	309705523	309705523	1	0	309070108	0.997948	45922975592	289703112	43272831418	41851893018	0	0.007978	0.007322	0.000226	151	308942562	0.999587	0	0.499502	0.00885	0.000071	H_UM-Schiffman-693-SS-696	H_UM-Schiffman-693-SS-696-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	PAIR	619411046	619411046	1	0	618648085	0.998768	92260346395	580208547	86904439213	84926504908	0	0.006134	0.0055	0.000228	151	617885124	0.998767	0	0.499739	0.008774	0.000042	H_UM-Schiffman-693-SS-696	H_UM-Schiffman-693-SS-696-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	FIRST_OF_PAIR	285864107	285864107	1	0	285665351	0.999305	42647532634	267108168	40054831187	39603927979	0	0.004199	0.003528	0.000234	151	284861802	0.997187	0	0.500098	0.012359	0.000096	H_UM-Schiffman-83-SS-83		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	SECOND_OF_PAIR	285864107	285864107	1	0	285060558	0.997189	42224751861	266171960	39704382308	38620772366	0	0.006687	0.005959	0.000232	151	284861802	0.999303	0	0.499282	0.01271	0.000894	H_UM-Schiffman-83-SS-83		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	PAIR	571728214	571728214	1	0	570725909	0.998247	84872284495	533280128	79759213495	78224700345	0	0.005437	0.004738	0.000233	151	569723604	0.998244	0	0.499691	0.012535	0.000495	H_UM-Schiffman-83-SS-83		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	FIRST_OF_PAIR	285864107	285864107	1	0	285665351	0.999305	42647532634	267108168	40054831187	39603927979	0	0.004199	0.003528	0.000234	151	284861802	0.997187	0	0.500098	0.012359	0.000096	H_UM-Schiffman-83-SS-83	H_UM-Schiffman-83-SS-83-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	SECOND_OF_PAIR	285864107	285864107	1	0	285060558	0.997189	42224751861	266171960	39704382308	38620772366	0	0.006687	0.005959	0.000232	151	284861802	0.999303	0	0.499282	0.01271	0.000894	H_UM-Schiffman-83-SS-83	H_UM-Schiffman-83-SS-83-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	PAIR	571728214	571728214	1	0	570725909	0.998247	84872284495	533280128	79759213495	78224700345	0	0.005437	0.004738	0.000233	151	569723604	0.998244	0	0.499691	0.012535	0.000495	H_UM-Schiffman-83-SS-83	H_UM-Schiffman-83-SS-83-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	FIRST_OF_PAIR	383859486	383859486	1	0	383798877	0.999842	57492226946	362191250	54422071259	53986292023	0	0.003533	0.00303	0.00022	151	382636096	0.99697	0	0.500125	0.006612	0.000016	H_UM-Schiffman-492-SS-495		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	SECOND_OF_PAIR	383859486	383859486	1	0	382696705	0.996971	56796929758	360695946	53793476130	52275696650	0	0.007979	0.007438	0.000217	151	382636096	0.999842	0	0.499439	0.00677	0.00012	H_UM-Schiffman-492-SS-495		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	PAIR	767718972	767718972	1	0	766495582	0.998406	114289156704	722887196	108215547389	106261988673	0	0.005742	0.005221	0.000218	151	765272192	0.998404	0	0.499783	0.006691	0.000068	H_UM-Schiffman-492-SS-495		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	FIRST_OF_PAIR	383859486	383859486	1	0	383798877	0.999842	57492226946	362191250	54422071259	53986292023	0	0.003533	0.00303	0.00022	151	382636096	0.99697	0	0.500125	0.006612	0.000016	H_UM-Schiffman-492-SS-495	H_UM-Schiffman-492-SS-495-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	SECOND_OF_PAIR	383859486	383859486	1	0	382696705	0.996971	56796929758	360695946	53793476130	52275696650	0	0.007979	0.007438	0.000217	151	382636096	0.999842	0	0.499439	0.00677	0.00012	H_UM-Schiffman-492-SS-495	H_UM-Schiffman-492-SS-495-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	PAIR	767718972	767718972	1	0	766495582	0.998406	114289156704	722887196	108215547389	106261988673	0	0.005742	0.005221	0.000218	151	765272192	0.998404	0	0.499783	0.006691	0.000068	H_UM-Schiffman-492-SS-495	H_UM-Schiffman-492-SS-495-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	FIRST_OF_PAIR	354812881	354812881	1	0	354718218	0.999733	53028816085	334292149	50148287257	49208503343	0	0.005624	0.005112	0.000229	151	353416938	0.996332	0	0.500051	0.007398	0.000008	H_UM-Schiffman-491-SS-494		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	SECOND_OF_PAIR	354812881	354812881	1	0	353511601	0.996332	52090589876	332645336	49278607277	46436332811	1	0.012869	0.012348	0.000228	151	353416938	0.999732	0	0.499401	0.007578	0.000047	H_UM-Schiffman-491-SS-494		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	PAIR	709625762	709625762	1	0	708229819	0.998033	105119405961	666937485	99426894534	95644836154	0	0.009214	0.008698	0.000229	151	706833876	0.998029	0	0.499726	0.007488	0.000028	H_UM-Schiffman-491-SS-494		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	FIRST_OF_PAIR	354812881	354812881	1	0	354718218	0.999733	53028816085	334292149	50148287257	49208503343	0	0.005624	0.005112	0.000229	151	353416938	0.996332	0	0.500051	0.007398	0.000008	H_UM-Schiffman-491-SS-494	H_UM-Schiffman-491-SS-494-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	SECOND_OF_PAIR	354812881	354812881	1	0	353511601	0.996332	52090589876	332645336	49278607277	46436332811	1	0.012869	0.012348	0.000228	151	353416938	0.999732	0	0.499401	0.007578	0.000047	H_UM-Schiffman-491-SS-494	H_UM-Schiffman-491-SS-494-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	PAIR	709625762	709625762	1	0	708229819	0.998033	105119405961	666937485	99426894534	95644836154	0	0.009214	0.008698	0.000229	151	706833876	0.998029	0	0.499726	0.007488	0.000028	H_UM-Schiffman-491-SS-494	H_UM-Schiffman-491-SS-494-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	FIRST_OF_PAIR	337352794	337352794	1	0	337234111	0.999648	50444737752	317576507	47670276729	46941362242	0	0.004724	0.004181	0.000227	151	336335941	0.997337	0	0.500104	0.008003	0.000018	H_UM-Schiffman-692-SS-695		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	SECOND_OF_PAIR	337352794	337352794	1	0	336454624	0.997338	49860323942	316434212	47148320304	45256533995	0	0.009251	0.008687	0.000223	151	336335941	0.999647	0	0.499352	0.008138	0.000091	H_UM-Schiffman-692-SS-695		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	PAIR	674705588	674705588	1	0	673688735	0.998493	100305061694	634010719	94818597033	92197896237	0	0.006974	0.006422	0.000225	151	672671882	0.998491	0	0.499728	0.008071	0.000055	H_UM-Schiffman-692-SS-695		
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	FIRST_OF_PAIR	337352794	337352794	1	0	337234111	0.999648	50444737752	317576507	47670276729	46941362242	0	0.004724	0.004181	0.000227	151	336335941	0.997337	0	0.500104	0.008003	0.000018	H_UM-Schiffman-692-SS-695	H_UM-Schiffman-692-SS-695-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	SECOND_OF_PAIR	337352794	337352794	1	0	336454624	0.997338	49860323942	316434212	47148320304	45256533995	0	0.009251	0.008687	0.000223	151	336335941	0.999647	0	0.499352	0.008138	0.000091	H_UM-Schiffman-692-SS-695	H_UM-Schiffman-692-SS-695-lib1	
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	PAIR	674705588	674705588	1	0	673688735	0.998493	100305061694	634010719	94818597033	92197896237	0	0.006974	0.006422	0.000225	151	672671882	0.998491	0	0.499728	0.008071	0.000055	H_UM-Schiffman-692-SS-695	H_UM-Schiffman-692-SS-695-lib1	
