Project	Task	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	PF_READS_IMPROPER_PAIRS	PCT_PF_READS_IMPROPER_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE	LIBRARY	READ_GROUP
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WN5JE25Y	FIRST_OF_PAIR	452618299	452618299	1	0	452579894	0.999915	67246657607	424663916	63335569633	62075401523	0	0.005065	0.004398	0.00022	150	450337551	0.995045	13081001	0.028903	0	0.49983	0.027981	0.000002	BS_WN5JE25Y	GMKFWC.CDH4-47f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WN5JE25Y	SECOND_OF_PAIR	452618299	452618299	1	0	450375956	0.995046	65793938316	421499329	62017263406	58615122842	0	0.010951	0.010242	0.000212	150	450337551	0.999915	10877063	0.024151	0	0.498848	0.028582	0.000007	BS_WN5JE25Y	GMKFWC.CDH4-47f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WN5JE25Y	PAIR	905236598	905236598	1	0	902955850	0.99748	133040595923	846163245	125352833039	120690524365	0	0.007976	0.007289	0.000216	150	900675102	0.997474	23958064	0.026533	0	0.49934	0.028281	0.000005	BS_WN5JE25Y	GMKFWC.CDH4-47f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	FIRST_OF_PAIR	348823805	348823805	1	0	348801903	0.999937	51988170709	335541607	50055636410	48711149683	0	0.004916	0.004741	0.000195	150	347717770	0.996892	2624172	0.007523	0	0.499802	0.005752	0.000006	BS_4631E7P6		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	SECOND_OF_PAIR	348823804	348823804	1	0	347739671	0.996892	51210700300	334308399	49331542900	46294804820	0	0.00984	0.009609	0.00019	150	347717769	0.999937	1561941	0.004492	0	0.499577	0.006298	0.000022	BS_4631E7P6		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	PAIR	697647609	697647609	1	0	696541574	0.998415	103198871009	669850006	99387179310	95005954503	0	0.007359	0.007158	0.000193	150	695435539	0.998412	4186113	0.00601	0	0.49969	0.006025	0.000014	BS_4631E7P6		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	FIRST_OF_PAIR	348823805	348823805	1	0	348801903	0.999937	51988170709	335541607	50055636410	48711149683	0	0.004916	0.004741	0.000195	150	347717770	0.996892	2624172	0.007523	0	0.499802	0.005752	0.000006	BS_4631E7P6	GMKFWC.CDH04-0049-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	SECOND_OF_PAIR	348823804	348823804	1	0	347739671	0.996892	51210700300	334308399	49331542900	46294804820	0	0.00984	0.009609	0.00019	150	347717769	0.999937	1561941	0.004492	0	0.499577	0.006298	0.000022	BS_4631E7P6	GMKFWC.CDH04-0049-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	PAIR	697647609	697647609	1	0	696541574	0.998415	103198871009	669850006	99387179310	95005954503	0	0.007359	0.007158	0.000193	150	695435539	0.998412	4186113	0.00601	0	0.49969	0.006025	0.000014	BS_4631E7P6	GMKFWC.CDH04-0049-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	FIRST_OF_PAIR	414328549	414328549	1	0	414304605	0.999942	61777684441	399767560	59654921318	58137790806	0	0.004729	0.004566	0.0002	150	413117934	0.997136	3778149	0.009119	0	0.499835	0.006843	0.000004	BS_413B8X6N		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	SECOND_OF_PAIR	414328548	414328548	1	0	413141877	0.997136	60943522219	398421041	58870251648	55300376419	0	0.00977	0.009555	0.000194	150	413117933	0.999942	2615422	0.006331	0	0.499667	0.007345	0.00001	BS_413B8X6N		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	PAIR	828657097	828657097	1	0	827446482	0.998539	122721206660	798188601	118525172966	113438167225	0	0.007232	0.007044	0.000197	150	826235867	0.998537	6393571	0.007727	0	0.499751	0.007094	0.000007	BS_413B8X6N		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	FIRST_OF_PAIR	414328549	414328549	1	0	414304605	0.999942	61777684441	399767560	59654921318	58137790806	0	0.004729	0.004566	0.0002	150	413117934	0.997136	3778149	0.009119	0	0.499835	0.006843	0.000004	BS_413B8X6N	GMKFWC.CDH4-49f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	SECOND_OF_PAIR	414328548	414328548	1	0	413141877	0.997136	60943522219	398421041	58870251648	55300376419	0	0.00977	0.009555	0.000194	150	413117933	0.999942	2615422	0.006331	0	0.499667	0.007345	0.00001	BS_413B8X6N	GMKFWC.CDH4-49f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	PAIR	828657097	828657097	1	0	827446482	0.998539	122721206660	798188601	118525172966	113438167225	0	0.007232	0.007044	0.000197	150	826235867	0.998537	6393571	0.007727	0	0.499751	0.007094	0.000007	BS_413B8X6N	GMKFWC.CDH4-49f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	FIRST_OF_PAIR	416431265	416431265	1	0	416405917	0.999939	61793281822	391740814	58372100755	56697672911	0	0.005764	0.00513	0.000231	150	414958968	0.996525	11118703	0.026702	0	0.499736	0.028153	0.000003	BS_RFWGXCJ2		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	SECOND_OF_PAIR	416431264	416431264	1	0	414984315	0.996525	60655841744	389569487	57353958964	53587258910	0	0.010878	0.010217	0.00022	150	414958967	0.999939	9697101	0.023367	0	0.49906	0.028603	0.00001	BS_RFWGXCJ2		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	PAIR	832862529	832862529	1	0	831390232	0.998232	122449123566	781310301	115726059719	110284931821	0	0.008298	0.007651	0.000226	150	829917935	0.998229	20815804	0.025037	0	0.499398	0.028378	0.000006	BS_RFWGXCJ2		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	FIRST_OF_PAIR	416431265	416431265	1	0	416405917	0.999939	61793281822	391740814	58372100755	56697672911	0	0.005764	0.00513	0.000231	150	414958968	0.996525	11118703	0.026702	0	0.499736	0.028153	0.000003	BS_RFWGXCJ2	GMKFWC.CDH04-0051-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	SECOND_OF_PAIR	416431264	416431264	1	0	414984315	0.996525	60655841744	389569487	57353958964	53587258910	0	0.010878	0.010217	0.00022	150	414958967	0.999939	9697101	0.023367	0	0.49906	0.028603	0.00001	BS_RFWGXCJ2	GMKFWC.CDH04-0051-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	PAIR	832862529	832862529	1	0	831390232	0.998232	122449123566	781310301	115726059719	110284931821	0	0.008298	0.007651	0.000226	150	829917935	0.998229	20815804	0.025037	0	0.499398	0.028378	0.000006	BS_RFWGXCJ2	GMKFWC.CDH04-0051-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	FIRST_OF_PAIR	454127855	454127855	1	0	454104768	0.999949	67718914821	440350000	65712047034	64273344623	0	0.004285	0.004178	0.000173	150	452626661	0.996745	3754500	0.008268	0	0.499808	0.006346	0.000003	BS_HDVAJSHM		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	SECOND_OF_PAIR	454127855	454127855	1	0	452649748	0.996745	66729485375	438693847	64770049850	61328859010	0	0.009172	0.009024	0.000169	150	452626661	0.999949	2299480	0.00508	0	0.499546	0.006816	0.00001	BS_HDVAJSHM		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	PAIR	908255710	908255710	1	0	906754516	0.998347	134448400196	879043847	130482096884	125602203633	0	0.00671	0.006583	0.000171	150	905253322	0.998344	6053980	0.006677	0	0.499677	0.006581	0.000007	BS_HDVAJSHM		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	FIRST_OF_PAIR	454127855	454127855	1	0	454104768	0.999949	67718914821	440350000	65712047034	64273344623	0	0.004285	0.004178	0.000173	150	452626661	0.996745	3754500	0.008268	0	0.499808	0.006346	0.000003	BS_HDVAJSHM	GMKFWC.CDH4-51m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	SECOND_OF_PAIR	454127855	454127855	1	0	452649748	0.996745	66729485375	438693847	64770049850	61328859010	0	0.009172	0.009024	0.000169	150	452626661	0.999949	2299480	0.00508	0	0.499546	0.006816	0.00001	BS_HDVAJSHM	GMKFWC.CDH4-51m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	PAIR	908255710	908255710	1	0	906754516	0.998347	134448400196	879043847	130482096884	125602203633	0	0.00671	0.006583	0.000171	150	905253322	0.998344	6053980	0.006677	0	0.499677	0.006581	0.000007	BS_HDVAJSHM	GMKFWC.CDH4-51m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	FIRST_OF_PAIR	448426655	448426655	1	0	448397597	0.999935	66591006260	424791221	63287495923	61338101854	0	0.00566	0.00516	0.000206	150	446664916	0.996136	9726413	0.021691	0	0.499888	0.021342	0.000005	BS_DMH115EV		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	SECOND_OF_PAIR	448426655	448426655	1	0	446693974	0.996136	65300344482	422293037	62108838789	57682514036	0	0.011198	0.010671	0.000199	150	446664916	0.999935	8022790	0.01796	0	0.499263	0.021911	0.000019	BS_DMH115EV		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	PAIR	896853310	896853310	1	0	895091571	0.998036	131891350742	847084258	125396334712	119020615890	0	0.008402	0.00789	0.000202	150	893329832	0.998032	17749203	0.019829	0	0.499576	0.021626	0.000012	BS_DMH115EV		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	FIRST_OF_PAIR	448426655	448426655	1	0	448397597	0.999935	66591006260	424791221	63287495923	61338101854	0	0.00566	0.00516	0.000206	150	446664916	0.996136	9726413	0.021691	0	0.499888	0.021342	0.000005	BS_DMH115EV	GMKFWC.CDH4-54m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	SECOND_OF_PAIR	448426655	448426655	1	0	446693974	0.996136	65300344482	422293037	62108838789	57682514036	0	0.011198	0.010671	0.000199	150	446664916	0.999935	8022790	0.01796	0	0.499263	0.021911	0.000019	BS_DMH115EV	GMKFWC.CDH4-54m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	PAIR	896853310	896853310	1	0	895091571	0.998036	131891350742	847084258	125396334712	119020615890	0	0.008402	0.00789	0.000202	150	893329832	0.998032	17749203	0.019829	0	0.499576	0.021626	0.000012	BS_DMH115EV	GMKFWC.CDH4-54m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	FIRST_OF_PAIR	450499700	450499700	1	0	450454668	0.9999	67109084574	435005904	64868283909	63649918428	0	0.004197	0.004058	0.000177	150	448689798	0.996082	4905002	0.010889	0	0.49974	0.007912	0.000007	BS_F4E8BJAG		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	SECOND_OF_PAIR	450499700	450499700	1	0	448734830	0.996082	65975108860	433122788	63800501553	60921785089	0	0.008465	0.008278	0.000173	150	448689798	0.9999	3185164	0.007098	0	0.499569	0.008617	0.00002	BS_F4E8BJAG		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	PAIR	900999400	900999400	1	0	899189498	0.997991	133084193434	868128692	128668785462	124571703517	0	0.006313	0.006151	0.000175	150	897379596	0.997987	8090166	0.008997	0	0.499655	0.008264	0.000014	BS_F4E8BJAG		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	FIRST_OF_PAIR	450499700	450499700	1	0	450454668	0.9999	67109084574	435005904	64868283909	63649918428	0	0.004197	0.004058	0.000177	150	448689798	0.996082	4905002	0.010889	0	0.49974	0.007912	0.000007	BS_F4E8BJAG	GMKFWC.CDH04-0043-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	SECOND_OF_PAIR	450499700	450499700	1	0	448734830	0.996082	65975108860	433122788	63800501553	60921785089	0	0.008465	0.008278	0.000173	150	448689798	0.9999	3185164	0.007098	0	0.499569	0.008617	0.00002	BS_F4E8BJAG	GMKFWC.CDH04-0043-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	PAIR	900999400	900999400	1	0	899189498	0.997991	133084193434	868128692	128668785462	124571703517	0	0.006313	0.006151	0.000175	150	897379596	0.997987	8090166	0.008997	0	0.499655	0.008264	0.000014	BS_F4E8BJAG	GMKFWC.CDH04-0043-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	FIRST_OF_PAIR	440996031	440996031	1	0	440961580	0.999922	65698926409	425478867	63439340655	62211864740	0	0.00425	0.004092	0.00018	150	439470967	0.99662	4895608	0.011102	0	0.499902	0.00733	0.000006	BS_GH2DY5PD		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	SECOND_OF_PAIR	440996031	440996031	1	0	439505418	0.99662	64752665395	423876914	62547148438	59928568024	0	0.007932	0.00773	0.000176	150	439470967	0.999922	3439446	0.007826	0	0.499674	0.007958	0.000013	BS_GH2DY5PD		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	PAIR	881992062	881992062	1	0	880466998	0.998271	130451591804	849355781	125986489093	122140432764	0	0.006078	0.005898	0.000178	150	878941934	0.998268	8335054	0.009467	0	0.499788	0.007643	0.000009	BS_GH2DY5PD		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	FIRST_OF_PAIR	440996031	440996031	1	0	440961580	0.999922	65698926409	425478867	63439340655	62211864740	0	0.00425	0.004092	0.00018	150	439470967	0.99662	4895608	0.011102	0	0.499902	0.00733	0.000006	BS_GH2DY5PD	GMKFWC.CDH4-43F-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	SECOND_OF_PAIR	440996031	440996031	1	0	439505418	0.99662	64752665395	423876914	62547148438	59928568024	0	0.007932	0.00773	0.000176	150	439470967	0.999922	3439446	0.007826	0	0.499674	0.007958	0.000013	BS_GH2DY5PD	GMKFWC.CDH4-43F-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	PAIR	881992062	881992062	1	0	880466998	0.998271	130451591804	849355781	125986489093	122140432764	0	0.006078	0.005898	0.000178	150	878941934	0.998268	8335054	0.009467	0	0.499788	0.007643	0.000009	BS_GH2DY5PD	GMKFWC.CDH4-43F-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	FIRST_OF_PAIR	445117892	445117892	1	0	445076929	0.999908	66290141034	430378484	64154094788	62747953763	0	0.004714	0.004587	0.000177	150	443188169	0.995756	4300555	0.009662	0	0.499857	0.006621	0.000008	BS_2QZY96VA		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	SECOND_OF_PAIR	445117891	445117891	1	0	443229131	0.995757	65153082364	428369405	63081074701	60086475810	0	0.008733	0.008562	0.000173	150	443188168	0.999908	2452758	0.005534	0	0.499652	0.007311	0.000025	BS_2QZY96VA		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	PAIR	890235783	890235783	1	0	888306060	0.997832	131443223398	858747889	127235169489	122834429573	0	0.006706	0.006558	0.000175	150	886376337	0.997828	6753313	0.007602	0	0.499755	0.006965	0.000017	BS_2QZY96VA		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	FIRST_OF_PAIR	445117892	445117892	1	0	445076929	0.999908	66290141034	430378484	64154094788	62747953763	0	0.004714	0.004587	0.000177	150	443188169	0.995756	4300555	0.009662	0	0.499857	0.006621	0.000008	BS_2QZY96VA	GMKFWC.CDH4-43M-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	SECOND_OF_PAIR	445117891	445117891	1	0	443229131	0.995757	65153082364	428369405	63081074701	60086475810	0	0.008733	0.008562	0.000173	150	443188168	0.999908	2452758	0.005534	0	0.499652	0.007311	0.000025	BS_2QZY96VA	GMKFWC.CDH4-43M-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	PAIR	890235783	890235783	1	0	888306060	0.997832	131443223398	858747889	127235169489	122834429573	0	0.006706	0.006558	0.000175	150	886376337	0.997828	6753313	0.007602	0	0.499755	0.006965	0.000017	BS_2QZY96VA	GMKFWC.CDH4-43M-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	FIRST_OF_PAIR	455833021	455833021	1	0	455797590	0.999922	67915545976	439954818	65617438581	64537401273	0	0.004018	0.003874	0.000177	150	454429303	0.996998	4773343	0.010473	0	0.499873	0.007851	0.000003	BS_QT2P8NA4		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	SECOND_OF_PAIR	455833021	455833021	1	0	454464734	0.996998	67011079685	438468761	64766984187	62326950953	0	0.007285	0.007094	0.000173	150	454429303	0.999922	3440487	0.00757	0	0.499687	0.008511	0.000007	BS_QT2P8NA4		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	PAIR	911666042	911666042	1	0	910262324	0.99846	134926625661	878423579	130384422768	126864352226	0	0.00564	0.005473	0.000175	150	908858606	0.998458	8213830	0.009024	0	0.49978	0.008181	0.000005	BS_QT2P8NA4		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	FIRST_OF_PAIR	455833021	455833021	1	0	455797590	0.999922	67915545976	439954818	65617438581	64537401273	0	0.004018	0.003874	0.000177	150	454429303	0.996998	4773343	0.010473	0	0.499873	0.007851	0.000003	BS_QT2P8NA4	GMKFWC.CDH04-0045-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	SECOND_OF_PAIR	455833021	455833021	1	0	454464734	0.996998	67011079685	438468761	64766984187	62326950953	0	0.007285	0.007094	0.000173	150	454429303	0.999922	3440487	0.00757	0	0.499687	0.008511	0.000007	BS_QT2P8NA4	GMKFWC.CDH04-0045-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	PAIR	911666042	911666042	1	0	910262324	0.99846	134926625661	878423579	130384422768	126864352226	0	0.00564	0.005473	0.000175	150	908858606	0.998458	8213830	0.009024	0	0.49978	0.008181	0.000005	BS_QT2P8NA4	GMKFWC.CDH04-0045-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	FIRST_OF_PAIR	435187288	435187288	1	0	435154407	0.999924	64838315234	420801159	62752889269	61487165404	0	0.004158	0.004018	0.000176	150	433811327	0.996914	4076044	0.009367	0	0.499833	0.006387	0.000004	BS_RGJ9SRM8		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	SECOND_OF_PAIR	435187287	435187287	1	0	433844207	0.996914	63951334524	419321065	61915559248	59325353190	0	0.007757	0.007573	0.000173	150	433811326	0.999924	2765845	0.006375	0	0.499591	0.007023	0.00001	BS_RGJ9SRM8		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	PAIR	870374575	870374575	1	0	868998614	0.998419	128789649758	840122224	124668448517	120812518594	0	0.005945	0.005784	0.000175	150	867622653	0.998417	6841889	0.007873	0	0.499712	0.006705	0.000007	BS_RGJ9SRM8		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	FIRST_OF_PAIR	435187288	435187288	1	0	435154407	0.999924	64838315234	420801159	62752889269	61487165404	0	0.004158	0.004018	0.000176	150	433811327	0.996914	4076044	0.009367	0	0.499833	0.006387	0.000004	BS_RGJ9SRM8	GMKFWC.CDH04-0045f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	SECOND_OF_PAIR	435187287	435187287	1	0	433844207	0.996914	63951334524	419321065	61915559248	59325353190	0	0.007757	0.007573	0.000173	150	433811326	0.999924	2765845	0.006375	0	0.499591	0.007023	0.00001	BS_RGJ9SRM8	GMKFWC.CDH04-0045f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	PAIR	870374575	870374575	1	0	868998614	0.998419	128789649758	840122224	124668448517	120812518594	0	0.005945	0.005784	0.000175	150	867622653	0.998417	6841889	0.007873	0	0.499712	0.006705	0.000007	BS_RGJ9SRM8	GMKFWC.CDH04-0045f-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	FIRST_OF_PAIR	422333250	422333250	1	0	422296351	0.999913	62917835808	411646931	61388831109	60252608143	0	0.004424	0.004318	0.000176	150	421146493	0.997277	2779268	0.006581	0	0.499806	0.005082	0.000004	BS_DAWYS8TZ		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	SECOND_OF_PAIR	422333249	422333249	1	0	421183391	0.997277	62084606148	410373765	60590371588	58086363681	0	0.007952	0.007815	0.000172	150	421146492	0.999912	1666309	0.003956	0	0.499616	0.00567	0.000006	BS_DAWYS8TZ		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	PAIR	844666499	844666499	1	0	843479742	0.998595	125002441956	822020696	121979202697	118338971824	0	0.006177	0.006055	0.000174	150	842292985	0.998593	4445577	0.005271	0	0.499711	0.005375	0.000005	BS_DAWYS8TZ		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	FIRST_OF_PAIR	422333250	422333250	1	0	422296351	0.999913	62917835808	411646931	61388831109	60252608143	0	0.004424	0.004318	0.000176	150	421146493	0.997277	2779268	0.006581	0	0.499806	0.005082	0.000004	BS_DAWYS8TZ	GMKFWC.CDH04-0045m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	SECOND_OF_PAIR	422333249	422333249	1	0	421183391	0.997277	62084606148	410373765	60590371588	58086363681	0	0.007952	0.007815	0.000172	150	421146492	0.999912	1666309	0.003956	0	0.499616	0.00567	0.000006	BS_DAWYS8TZ	GMKFWC.CDH04-0045m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	PAIR	844666499	844666499	1	0	843479742	0.998595	125002441956	822020696	121979202697	118338971824	0	0.006177	0.006055	0.000174	150	842292985	0.998593	4445577	0.005271	0	0.499711	0.005375	0.000005	BS_DAWYS8TZ	GMKFWC.CDH04-0045m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	FIRST_OF_PAIR	454833195	454833195	1	0	454800914	0.999929	67802446516	441075141	65812777004	64676882807	0	0.003936	0.003815	0.000176	150	453387685	0.996893	3086566	0.006787	0	0.499864	0.005246	0.000004	BS_49826P0B		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	SECOND_OF_PAIR	454833194	454833194	1	0	453419965	0.996893	66927473149	439523431	64982481473	62443341022	0	0.00721	0.007048	0.000172	150	453387684	0.999929	1705618	0.003762	0	0.499746	0.005848	0.000013	BS_49826P0B		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	PAIR	909666389	909666389	1	0	908220879	0.998411	134729919665	880598572	130795258477	127120223829	0	0.005562	0.005421	0.000174	150	906775369	0.998408	4792184	0.005276	0	0.499805	0.005546	0.000008	BS_49826P0B		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	FIRST_OF_PAIR	454833195	454833195	1	0	454800914	0.999929	67802446516	441075141	65812777004	64676882807	0	0.003936	0.003815	0.000176	150	453387685	0.996893	3086566	0.006787	0	0.499864	0.005246	0.000004	BS_49826P0B	GMKFWC.CDH04-0047-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	SECOND_OF_PAIR	454833194	454833194	1	0	453419965	0.996893	66927473149	439523431	64982481473	62443341022	0	0.00721	0.007048	0.000172	150	453387684	0.999929	1705618	0.003762	0	0.499746	0.005848	0.000013	BS_49826P0B	GMKFWC.CDH04-0047-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	PAIR	909666389	909666389	1	0	908220879	0.998411	134729919665	880598572	130795258477	127120223829	0	0.005562	0.005421	0.000174	150	906775369	0.998408	4792184	0.005276	0	0.499805	0.005546	0.000008	BS_49826P0B	GMKFWC.CDH04-0047-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	FIRST_OF_PAIR	452309177	452309177	1	0	452273284	0.999921	67154061888	425800295	63480602152	62186542833	0	0.004912	0.004291	0.000227	150	450935478	0.997042	12320600	0.027241	0	0.499904	0.029304	0.000004	BS_SZSYKS2M		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	SECOND_OF_PAIR	452309176	452309176	1	0	450971370	0.997042	66031045484	423711912	62474717761	59313374415	0	0.00939	0.00873	0.000218	150	450935477	0.99992	11018687	0.024433	0	0.499107	0.029861	0.000013	BS_SZSYKS2M		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	PAIR	904618353	904618353	1	0	903244654	0.998481	133185107372	849512207	125955319913	121499917248	0	0.007132	0.006493	0.000222	150	901870955	0.998479	23339287	0.025839	0	0.499506	0.029582	0.000008	BS_SZSYKS2M		
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	FIRST_OF_PAIR	452309177	452309177	1	0	452273284	0.999921	67154061888	425800295	63480602152	62186542833	0	0.004912	0.004291	0.000227	150	450935478	0.997042	12320600	0.027241	0	0.499904	0.029304	0.000004	BS_SZSYKS2M	GMKFWC.CDH4-47m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	SECOND_OF_PAIR	452309176	452309176	1	0	450971370	0.997042	66031045484	423711912	62474717761	59313374415	0	0.00939	0.00873	0.000218	150	450935477	0.99992	11018687	0.024433	0	0.499107	0.029861	0.000013	BS_SZSYKS2M	GMKFWC.CDH4-47m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	PAIR	904618353	904618353	1	0	903244654	0.998481	133185107372	849512207	125955319913	121499917248	0	0.007132	0.006493	0.000222	150	901870955	0.998479	23339287	0.025839	0	0.499506	0.029582	0.000008	BS_SZSYKS2M	GMKFWC.CDH4-47m-1_2AMP	
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GCWA1SW5	FIRST_OF_PAIR	408621342	408621342	1	0	408581916	0.999904	60947694983	394481463	58883643130	58102511886	0	0.003871	0.003719	0.00018	150	406939136	0.995979	4409286	0.010792	0	0.499822	0.007089	0.000006	BS_GCWA1SW5		
